id,ContrastNameSimple,study_id,contrast_id,Paper,Author,Year,Title,Journal,Collection,Note,Tags,ContrastName,ContrastDescription,SampleSize,PercentFemale,MeanMedAge,AgeRange,Adult,PreTeen,Adolescent,Teen,Child,UnivariateContrast,HvC,SocialDecision,Comm,Group,Alone,Tactile,Competition,Cooperation,JointAttention,Action,SocialEngagement,Interaction,Initiating,Responding,SocialObs,KnownPartner,HyperScanning,SocialVsNon_Symbolic,SocVsSoc_Symbolic
deQuervain_2004-4,Intentional > random (free),deQuervain_2004,4,"de Quervain, D. J.-F., Fischbacher, U., Treyer, V., Schellhammer, M., Schnyder, U., Buck, A., & Fehr, E. (2004). The Neural Basis of Altruistic Punishment. Science, 305(5688), 1254–1258. https://doi.org/10.1126/science.1100735",de Quervain,2004,The Neural Basis of Altruistic Punishment.,Science,Neural,,PET; Trust; Altruistic Punishment;,IF-NC,"Everything is in Supplementary Info document: All 6 contrasts in “Table S1. PET contrasts” (Quervain et al., 2004, p. 13): (IC+IF)-(IS+NC), IF-IS, IC-IS, IF-NC, IC-NC, & IC-IF",14,0,25,,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
deQuervain_2004-5,Intentional > random (costly),deQuervain_2004,5,"de Quervain, D. J.-F., Fischbacher, U., Treyer, V., Schellhammer, M., Schnyder, U., Buck, A., & Fehr, E. (2004). The Neural Basis of Altruistic Punishment. Science, 305(5688), 1254–1258. https://doi.org/10.1126/science.1100735",de Quervain,2004,The Neural Basis of Altruistic Punishment.,Science,Neural,,PET; Trust; Altruistic Punishment;,IC-NC,"Everything is in Supplementary Info document: All 6 contrasts in “Table S1. PET contrasts” (Quervain et al., 2004, p. 13): (IC+IF)-(IS+NC), IF-IS, IC-IS, IF-NC, IC-NC, & IC-IF",14,0,25,,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
deQuervain_2004-6,Intentional > free,deQuervain_2004,6,"de Quervain, D. J.-F., Fischbacher, U., Treyer, V., Schellhammer, M., Schnyder, U., Buck, A., & Fehr, E. (2004). The Neural Basis of Altruistic Punishment. Science, 305(5688), 1254–1258. https://doi.org/10.1126/science.1100735",de Quervain,2004,The Neural Basis of Altruistic Punishment.,Science,Neural,,PET; Trust; Altruistic Punishment;,IC-IF,"Everything is in Supplementary Info document: All 6 contrasts in “Table S1. PET contrasts” (Quervain et al., 2004, p. 13): (IC+IF)-(IS+NC), IF-IS, IC-IS, IF-NC, IC-NC, & IC-IF",14,0,25,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dedovic_2014-1,Social context > Alone,Dedovic_2014,1,"Dedovic, K., Duchesne, A., Engert, V., Lue, S. D., Andrews, J., Efanov, S. I., Beaudry, T., & Pruessner, J. C. (2014). Psychological, endocrine and neural responses to social evaluation in subclinical depression. Social Cognitive and Affective Neuroscience, 9(10), 1632–1644. https://doi.org/10.1093/scan/nst151",Dedovic,2014,"Psychological, endocrine and neural responses to social evaluation in subclinical depression.",,SocExcluding,,Montreal Imaging Stress Task; Social Observation; Social Evaluation;,Table 3: “Healthy group Activation,"Table 3: “Healthy group Activation” (Dedovic et al., 2014, p. 1640)",26,53.85,21.9,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Delgado_2008-1,Human > Computer,Delgado_2008,1,"Delgado, M. R., Schotter, A., Ozbay, E. Y., & Phelps, E. A. (2008). Understanding Overbidding: Using the Neural Circuitry of Reward to Design Economic Auctions. Science, 321(5897), 1849–1852. https://doi.org/10.1126/science.1158860",Delgado,2008,Understanding Overbidding: Using the Neural Circuitry of Reward to Design Economic Auctions.,Science,Neural,Note: Talairach,Human vs Computer; Talairach Space; Social Decision Making; Auction; Economic game;,Everything is in supplementary document: “Auction > Lotter,"Everything is in supplementary document: “Auction > Lotter” (Delgado et al., 2008, p. 18)",17,52.94,23.77,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
DiMenichi_2017-1,Social > Alone,DiMenichi_2017,1,"DiMenichi, B. C., & Tricomi, E. (2017). Increases in brain activity during social competition predict decreases in working memory performance and later recall. Human Brain Mapping, 38(1), 457–471. https://doi.org/10.1002/hbm.23396",DiMenichi,2017,Increases in brain activity during social competition predict decreases in working memory performance and later recall.,Human Brain Mapping,SocExcluding,Talairach,Competitive game; Competition; Talairach Space;,Table 1: “Competition>No competition,"Table 1: “Competition>No competition” (DiMenichi and Tricomi, 2017, p. 465)",20,100,20.6,18-35,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Dziura_2021-1,Social > Alone (univariate),Dziura_2021,1,"Dziura, S. L., Merchant, J. S., Alkire, D., Rashid, A., Shariq, D., Moraczewski, D., & Redcay, E. (2021). Effects of social and emotional context on neural activation and synchrony during movie viewing. Human Brain Mapping, 42(18), 6053–6069. https://doi.org/10.1002/hbm.25669",Dziura,2021,Effects of social and emotional context on neural activation and synchrony during movie viewing.,Human Brain Mapping,SocExcluding,,Shared attention; Shared vs Solo; MASKED ACTIVATION; METHOD: Intersubject correlation;,Table 1: “TABLE 1 Time-averaged social main effect,"Table 1: “TABLE 1 Time-averaged social main effect” (Dziura et al., 2021, p. 6061)",52,55.77,20.6,18-34,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Dziura_2021-2,Social > Alone (intersubject correlation - networks),Dziura_2021,2,"Dziura, S. L., Merchant, J. S., Alkire, D., Rashid, A., Shariq, D., Moraczewski, D., & Redcay, E. (2021). Effects of social and emotional context on neural activation and synchrony during movie viewing. Human Brain Mapping, 42(18), 6053–6069. https://doi.org/10.1002/hbm.25669",Dziura,2021,Effects of social and emotional context on neural activation and synchrony during movie viewing.,Human Brain Mapping,SocExcluding,,Shared attention; Shared vs Solo; MASKED ACTIVATION; METHOD: Intersubject correlation;,“TABLE 4 Time-dependent social main effect,"“TABLE 4 Time-dependent social main effect” (Dziura et al., 2021, p. 6062)",52,55.77,20.6,18-34,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Dziura_2021-3,Social > Alone (intersubject correlation - cross random effects),Dziura_2021,3,"Dziura, S. L., Merchant, J. S., Alkire, D., Rashid, A., Shariq, D., Moraczewski, D., & Redcay, E. (2021). Effects of social and emotional context on neural activation and synchrony during movie viewing. Human Brain Mapping, 42(18), 6053–6069. https://doi.org/10.1002/hbm.25669",Dziura,2021,Effects of social and emotional context on neural activation and synchrony during movie viewing.,Human Brain Mapping,SocExcluding,,Shared attention; Shared vs Solo; MASKED ACTIVATION; METHOD: Intersubject correlation;,“Supplementary Table 2. Pairwise CRF Time-Dependent Social Main Effect.,"“Supplementary Table 2. Pairwise CRF Time-Dependent Social Main Effect.” (Dziura et al., 2021, p. 10)",52,55.77,20.6,18-34,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Dziura_2021-4,Social > Alone (intersubject correlation),Dziura_2021,4,"Dziura, S. L., Merchant, J. S., Alkire, D., Rashid, A., Shariq, D., Moraczewski, D., & Redcay, E. (2021). Effects of social and emotional context on neural activation and synchrony during movie viewing. Human Brain Mapping, 42(18), 6053–6069. https://doi.org/10.1002/hbm.25669",Dziura,2021,Effects of social and emotional context on neural activation and synchrony during movie viewing.,Human Brain Mapping,SocExcluding,,Shared attention; Shared vs Solo; MASKED ACTIVATION; METHOD: Intersubject correlation;,“Supplementary Table 5. Whole Brain Time-Dependent Social Main Effect,"“Supplementary Table 5. Whole Brain Time-Dependent Social Main Effect” (Dziura et al., 2021, p. 14)",52,55.77,20.6,18-34,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Edmiston_2015-1,Human > Computer,Edmiston_2015,1,"Edmiston, E. K., Merkle, K., & Corbett, B. A. (2015). Neural and cortisol responses during play with human and computer partners in children with autism. Social Cognitive and Affective Neuroscience, 10(8), 1074–1083. https://doi.org/10.1093/scan/nsu159",Edmiston,2015,Neural and cortisol responses during play with human and computer partners in children with autism.,Social Cognitive and Affective Neuroscience,SocExcluding,Note: only get coordinates for TD,Prisoners Dilemna; Human vs Computer;,Supplemental Table 1: “TD: Person Co-Player Defection,"Supplemental Table 1: “TD: Person Co-Player Defection” (Edmiston et al., 2015, p. 6)",16,11.9,10.13,8.0-12.0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Edmiston_2015-2,Human > Computer,Edmiston_2015,2,"Edmiston, E. K., Merkle, K., & Corbett, B. A. (2015). Neural and cortisol responses during play with human and computer partners in children with autism. Social Cognitive and Affective Neuroscience, 10(8), 1074–1083. https://doi.org/10.1093/scan/nsu159",Edmiston,2015,Neural and cortisol responses during play with human and computer partners in children with autism.,Social Cognitive and Affective Neuroscience,SocExcluding,Note: only get coordinates for TD,Prisoners Dilemna; Human vs Computer;,“[ONLY TD]: Person Co-Player Cooperation,"“[ONLY TD]: Person Co-Player Cooperation” (Edmiston et al., 2015, p. 6)",16,11.9,10.13,8.0-12.0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Elliott_2006-1,Human > Computer,Elliott_2006,1,"Elliott, R., Völlm, B., Drury, A., McKie, S., Richardson, P., & William Deakin, J. F. (2006). Co-operation with another player in a financially rewarded guessing game activates regions implicated in theory of mind. Social Neuroscience, 1(3–4), 385–395. https://doi.org/10.1080/17470910601041358",Elliott,2006,Co-operation with another player in a financially rewarded guessing game activates regions implicated in theory of mind.,Social Neuroscience,ToM,,Human vs Computer;,Table 3: Co-operation vs. playing alon,"Table 3: Co-operation vs. playing alone (Elliott et al., 2006, p. 390)",12,50,23.7,,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Fareri_2014-1,Human > Computer (outcome),Fareri_2014,1,"Fareri, D. S., & Delgado, M. R. (2014). Differential reward responses during competition against in- and out-of-network others. Social Cognitive and Affective Neuroscience, 9(4), 412–420. https://doi.org/10.1093/scan/nst006",Fareri,2014,Differential reward responses during competition against in- and out-of-network others.,Social Cognitive and Affective Neuroscience,SocExcluding,"Talairach; Also, for the Table S2, only include the coordinates for the 1 cross and 3 cross (†) and not the 2 cross ones",Trust game; Human vs Computer; Talairach Space;,“Table 1 Outcome phase 2  3  2 ANOVA: main effect of competitor,"“Table 1 Outcome phase 2  3  2 ANOVA: main effect of competitor” (Fareri and Delgado, 2014, p. 416)",18,44.44,20.4,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
Fareri_2014-2,Human > Computer  (decision),Fareri_2014,2,"Fareri, D. S., & Delgado, M. R. (2014). Differential reward responses during competition against in- and out-of-network others. Social Cognitive and Affective Neuroscience, 9(4), 412–420. https://doi.org/10.1093/scan/nst006",Fareri,2014,Differential reward responses during competition against in- and out-of-network others.,Social Cognitive and Affective Neuroscience,SocExcluding,"Talairach; Also, for the Table S2, only include the coordinates for the 1 cross and 3 cross (†) and not the 2 cross ones",Trust game; Human vs Computer; Talairach Space;,“Table S2. Decision Phase 2 x 3 ANOVA: Main Effect of Competitor,"“Table S2. Decision Phase 2 x 3 ANOVA: Main Effect of Competitor” (Fareri and Delgado, 2014, p. 4) “Notes: † = Friend > RNG, Confederate > RNG; †† = RNG > Friend, RNG > Confederate; ††† = Friend > Confederate > RNG” (Fareri and Delgado, 2014, p. 4)",18,44.44,20.4,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
Fareri_2015-1,Human > Computer (reciprocate),Fareri_2015,1,"Fareri, D. S., Chang, L. J., & Delgado, M. R. (2015). Computational Substrates of Social Value in Interpersonal Collaboration. Journal of Neuroscience, 35(21), 8170–8180. https://doi.org/10.1523/JNEUROSCI.4775-14.2015",Fareri,2015,Computational Substrates of Social Value in Interpersonal Collaboration.,Journal of Neuroscience,SocExcluding,Talairach,Trust game; Human vs Computer; Talairach Space;,“Table 2. Friend reciprocate > all other condition,"“Table 2. Friend reciprocate > all other conditions (balanced)” (Fareri et al., 2015, p. 8)",26,53.85,21.36,,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
Fareri_2015-2,Human > Computer (defect),Fareri_2015,2,"Fareri, D. S., Chang, L. J., & Delgado, M. R. (2015). Computational Substrates of Social Value in Interpersonal Collaboration. Journal of Neuroscience, 35(21), 8170–8180. https://doi.org/10.1523/JNEUROSCI.4775-14.2015",Fareri,2015,Computational Substrates of Social Value in Interpersonal Collaboration.,Journal of Neuroscience,SocExcluding,Talairach,Trust game; Human vs Computer; Talairach Space;,“Table 3. Friend defect > all other outcome,"“Table 3. Friend defect > all other outcomes (balanced)” (Fareri et al., 2015, p. 8)",26,53.85,21.36,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
Fareri_2012-1,Human > Computer,Fareri_2012,1,"Fareri, D. S., Niznikiewicz, M. A., Lee, V. K., & Delgado, M. R. (2012). Social Network Modulation of Reward-Related Signals. Journal of Neuroscience, 32(26), 9045–9052. https://doi.org/10.1523/JNEUROSCI.0610-12.2012",Fareri,2012,Social Network Modulation of Reward-Related Signals.,Journal of Neuroscience,SocExcluding,Talairach,Trust game; Human vs Computer; Talairach Space;,“Table 2. Regions showing a main effect of partner in a,"“Table 2. Regions showing a main effect of partner in a 2 (role)  3 (partner) whole-brain ANOVA” (Fareri et al., 2012, p. 6)",20,50,20.5,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
FeldmanHall_2012-1,Real Pain > control (decide),FeldmanHall_2012,1,"FeldmanHall, O., Dalgleish, T., Thompson, R., Evans, D., Schweizer, S., & Mobbs, D. (2012). Differential neural circuitry and self-interest in real vs hypothetical moral decisions. Social Cognitive and Affective Neuroscience, 7(7), 743–751. https://doi.org/10.1093/scan/nss069",FeldmanHall,2012,Differential neural circuitry and self-interest in real vs hypothetical moral decisions.,Social Cognitive and Affective Neuroscience,SocExcluding,,Morality;,Table 1: “Region,"Table 1: “Region” (FeldmanHall et al., 2012, p. 745) [NOT THE a priori ROIs]",14,57.14,25.9,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
FeldmanHall_2012-2,Real Pain > imagine (decide),FeldmanHall_2012,2,"FeldmanHall, O., Dalgleish, T., Thompson, R., Evans, D., Schweizer, S., & Mobbs, D. (2012). Differential neural circuitry and self-interest in real vs hypothetical moral decisions. Social Cognitive and Affective Neuroscience, 7(7), 743–751. https://doi.org/10.1093/scan/nss069",FeldmanHall,2012,Differential neural circuitry and self-interest in real vs hypothetical moral decisions.,Social Cognitive and Affective Neuroscience,SocExcluding,,Morality;,Table 3: “Region,"Table 3: “Region” (FeldmanHall et al., 2012, p. 747) [NOT THE a priori ROIs]",14,57.14,25.9,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
FeldmanHall_2012-3,Real Pain > imagine (watch),FeldmanHall_2012,3,"FeldmanHall, O., Dalgleish, T., Thompson, R., Evans, D., Schweizer, S., & Mobbs, D. (2012). Differential neural circuitry and self-interest in real vs hypothetical moral decisions. Social Cognitive and Affective Neuroscience, 7(7), 743–751. https://doi.org/10.1093/scan/nss069",FeldmanHall,2012,Differential neural circuitry and self-interest in real vs hypothetical moral decisions.,Social Cognitive and Affective Neuroscience,SocExcluding,,Morality;,Table 5: “Region,"Table 5: “Region” (FeldmanHall et al., 2012, p. 747) [NOT THE a priori ROIs]",14,57.14,25.9,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Fett_2019-1,Investment > control (cooperative),Fett_2019,1,"Fett, A.-K. J., Mouchlianitis, E., Gromann, P. M., Vanes, L., Shergill, S. S., & Krabbendam, L. (2019). The neural mechanisms of social reward in early psychosis. Social Cognitive and Affective Neuroscience, 14(8), 861–870. https://doi.org/10.1093/scan/nsz058",Fett,2019,The neural mechanisms of social reward in early psychosis.,Social Cognitive and Affective Neuroscience,SocExcluding,Note: Talairach,Trust game; Talairach Space;,Supplemental Table 1: “Investment vs. Control,"Supplemental Table 1: “Investment vs. Control” (Fett et al., 2019, p. 4)",47,0,17.16,13-19,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Fett_2019-2,Repayment > control (cooperative),Fett_2019,2,"Fett, A.-K. J., Mouchlianitis, E., Gromann, P. M., Vanes, L., Shergill, S. S., & Krabbendam, L. (2019). The neural mechanisms of social reward in early psychosis. Social Cognitive and Affective Neuroscience, 14(8), 861–870. https://doi.org/10.1093/scan/nsz058",Fett,2019,The neural mechanisms of social reward in early psychosis.,Social Cognitive and Affective Neuroscience,SocExcluding,Talairach,Trust game; Talairach Space;,“Repayment vs. Control,"“Repayment vs. Control” (Fett et al., 2019, p. 4)",47,0,17.16,13-19,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Fett_2019-3,Investment > control (unfair),Fett_2019,3,"Fett, A.-K. J., Mouchlianitis, E., Gromann, P. M., Vanes, L., Shergill, S. S., & Krabbendam, L. (2019). The neural mechanisms of social reward in early psychosis. Social Cognitive and Affective Neuroscience, 14(8), 861–870. https://doi.org/10.1093/scan/nsz058",Fett,2019,The neural mechanisms of social reward in early psychosis.,Social Cognitive and Affective Neuroscience,SocExcluding,Note: Talairach,Trust game; Talairach Space;,Supplemental Table 2: “Investment vs. Control,"Supplemental Table 2: “Investment vs. Control” (Fett et al., 2019, p. 5)",47,0,17.16,13-19,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Fett_2019-4,Repayment > control (unfair),Fett_2019,4,"Fett, A.-K. J., Mouchlianitis, E., Gromann, P. M., Vanes, L., Shergill, S. S., & Krabbendam, L. (2019). The neural mechanisms of social reward in early psychosis. Social Cognitive and Affective Neuroscience, 14(8), 861–870. https://doi.org/10.1093/scan/nsz058",Fett,2019,The neural mechanisms of social reward in early psychosis.,Social Cognitive and Affective Neuroscience,SocExcluding,Note: Talairach,Trust game; Talairach Space;,“Repayment vs. Control,"“Repayment vs. Control” (Fett et al., 2019, p. 5)",47,0,17.16,13-19,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Fukui_2006-1,Human > Computer,Fukui_2006,1,"Fukui, H., Murai, T., Shinozaki, J., Aso, T., Fukuyama, H., Hayashi, T., & Hanakawa, T. (2006). The neural basis of social tactics: An fMRI study. NeuroImage, 32(2), 913–920. https://doi.org/10.1016/j.neuroimage.2006.03.039",Fukui,2006,The neural basis of social tactics: An fMRI study.,NeuroImage,SocExcluding,Talairach,Competitive game; Human vs Computer; Talairach Space; Chicken Game;,“Table 1,"“Table 1” (Fukui et al., 2006, p. 915)",16,0,21.9,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Gallagher_2002-1,Human > Computer (rule based),Gallagher_2002,1,"Gallagher, H. L., Jack, A. I., Roepstorff, A., & Frith, C. D. (2002). Imaging the Intentional Stance in a Competitive Game. NeuroImage, 16(3, Part A), 814–821. https://doi.org/10.1006/nimg.2002.1117",Gallagher,2002,Imaging the Intentional Stance in a Competitive Game.,NeuroImage,Game,,PET; Human vs Computer; Talairach Space; Rock-Paper-Scissors;,Mentalizing vs rule solving,"Both contrasts in Table 2: “(i) Mentalizing vs rule solving” (Gallagher et al., 2002, p. 818)“(ii) Mentalizing vs random generation” (Gallagher et al., 2002, p. 818)",9,0,32,22-43,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Gallagher_2002-2,Human > Computer (random),Gallagher_2002,2,"Gallagher, H. L., Jack, A. I., Roepstorff, A., & Frith, C. D. (2002). Imaging the Intentional Stance in a Competitive Game. NeuroImage, 16(3, Part A), 814–821. https://doi.org/10.1006/nimg.2002.1117",Gallagher,2002,Imaging the Intentional Stance in a Competitive Game.,NeuroImage,Game,,PET; Human vs Computer; Talairach Space; Rock-Paper-Scissors;,Mentalizing vs random generation,"Both contrasts in Table 2: “(i) Mentalizing vs rule solving” (Gallagher et al., 2002, p. 818)“(ii) Mentalizing vs random generation” (Gallagher et al., 2002, p. 818)",9,0,32,22-43,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Guionnet_2012-1,Imitation > Observe,Guionnet_2012,1,"Guionnet, S., Nadel, J., Bertasi, E., Sperduti, M., Delaveau, P., & Fossati, P. (2012). Reciprocal Imitation: Toward a Neural Basis of Social Interaction. Cerebral Cortex, 22(4), 971–978. https://doi.org/10.1093/cercor/bhr177",Guionnet,2012,Reciprocal Imitation: Toward a Neural Basis of Social Interaction.,Cerebral Cortex,SocIntx,,Imitation; Gesture;,"Supplemental “Table 1. Common activations to all sub-conditions vs. observation: Fi, Fbi, Ii, Ibi","Supplemental “Table 1. Common activations to all sub-conditions vs. observation: Fi, Fbi, Ii, Ibi” (Guionnet et al., 2012, p. 1)",23,100,24,18-30,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
Hallam_2014-1,Interpersonal regulation > watch,Hallam_2014,1,"Hallam, G. P., Webb, T. L., Sheeran, P., Miles, E., Niven, K., Wilkinson, I. D., Hunter, M. D., Woodruff, P. W. R., Totterdell, P., & Farrow, T. F. D. (2014). The neural correlates of regulating another person’s emotions: An exploratory fMRI study. Frontiers in Human Neuroscience, 8. https://doi.org/10.3389/fnhum.2014.00376",Hallam,2014,The neural correlates of regulating another person’s emotions: An exploratory fMRI study.,Frontiers in Human Neuroscience,MRI,Note: Talairach. ,Movie; Shared attention; Emotion regulation; Talairach Space; Interpersonal regulation; Joint viewing;,“Table 2 | Areas activated in the contrast interpersonal emotion regulatio,"“Table 2 | Areas activated in the contrast interpersonal emotion regulation (reappraisal and suppression combined) > watch.” (Hallam et al., 2014, p. 7)",20,50,23,18-30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Hallam_2014-2,Interpersonal reappraisal > watch,Hallam_2014,2,"Hallam, G. P., Webb, T. L., Sheeran, P., Miles, E., Niven, K., Wilkinson, I. D., Hunter, M. D., Woodruff, P. W. R., Totterdell, P., & Farrow, T. F. D. (2014). The neural correlates of regulating another person’s emotions: An exploratory fMRI study. Frontiers in Human Neuroscience, 8. https://doi.org/10.3389/fnhum.2014.00376",Hallam,2014,The neural correlates of regulating another person’s emotions: An exploratory fMRI study.,Frontiers in Human Neuroscience,MRI,Note: Talairach. ,Movie; Shared attention; Emotion regulation; Talairach Space; Interpersonal regulation; Joint viewing;,Table 6 “INTERPERSONAL REAPPRAISAL > WATCH,"Table 6 “INTERPERSONAL REAPPRAISAL > WATCH” (Hallam et al., 2014, p. 9)",20,50,23,18-30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Hallam_2014-3,Interpersonal suppression > watch,Hallam_2014,3,"Hallam, G. P., Webb, T. L., Sheeran, P., Miles, E., Niven, K., Wilkinson, I. D., Hunter, M. D., Woodruff, P. W. R., Totterdell, P., & Farrow, T. F. D. (2014). The neural correlates of regulating another person’s emotions: An exploratory fMRI study. Frontiers in Human Neuroscience, 8. https://doi.org/10.3389/fnhum.2014.00376",Hallam,2014,The neural correlates of regulating another person’s emotions: An exploratory fMRI study.,Frontiers in Human Neuroscience,MRI,Note: Talairach. ,Movie; Shared attention; Emotion regulation; Talairach Space; Interpersonal regulation; Joint viewing;,“INTERPERSONAL SUPPRESSION > WATCH,"“INTERPERSONAL SUPPRESSION > WATCH” (Hallam et al., 2014, p. 9)",20,50,23,18-30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Hu_2018-1,Human > Computer (choose),Hu_2018,1,"Hu, Y., He, L., Zhang, L., Wölk, T., Dreher, J.-C., & Weber, B. (2018). Spreading inequality: Neural computations underlying paying-it-forward reciprocity. Social Cognitive and Affective Neuroscience, 13(6), 578–589. https://doi.org/10.1093/scan/nsy040",Hu,2018,Spreading inequality: Neural computations underlying paying-it-forward reciprocity.,Social Cognitive and Affective Neuroscience,SocExcluding,,Human vs Computer; Game,Table S6: “Human > Computer,"Table S6: “Human > Computer” (Hu et al., 2018, p. 18)",50,0.62,25.2,18-33,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Hu_2018-2,Human > Computer (Receive),Hu_2018,2,"Hu, Y., He, L., Zhang, L., Wölk, T., Dreher, J.-C., & Weber, B. (2018). Spreading inequality: Neural computations underlying paying-it-forward reciprocity. Social Cognitive and Affective Neuroscience, 13(6), 578–589. https://doi.org/10.1093/scan/nsy040",Hu,2018,Spreading inequality: Neural computations underlying paying-it-forward reciprocity.,Social Cognitive and Affective Neuroscience,SocExcluding,,Human vs Computer; Game,Table S8: “Human > Computer,"Table S8: “Human > Computer” (Hu et al., 2018, p. 21)",50,0.62,25.2,18-33,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Izuma_2010-1,Social Presence > Absence,Izuma_2010,1,"Izuma, K., Saito, D. N., & Sadato, N. (2010). The roles of the medial prefrontal cortex and striatum in reputation processing. Social Neuroscience, 5(2), 133–147. https://doi.org/10.1080/17470910903202559",Izuma,2010,The roles of the medial prefrontal cortex and striatum in reputation processing.,Social Neuroscience,SocExcluding,,Social Observation; Social Evaluation; Group,Presence > Absence,"Left and right caudate from Figure 3B: x=-8, y=6, z=6 and x=10, y=6, z=14 MPFC from Figure 3A “x=12, y=56, z=8” (Izuma et al., 2010, p. 142) “lingual gyrus (x=-4, y=-76, z=-6) and middle frontal gyrus (x=32, y=44, z=-2)” (Izuma et al., 2010, p. 142)",26,38.46,24.1,,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Jasmin_2019-1,Conversation > Repetions,Jasmin_2019,1,"Jasmin, K., Gotts, S. J., Xu, Y., Liu, S., Riddell, C. D., Ingeholm, J. E., Kenworthy, L., Wallace, G. L., Braun, A. R., & Martin, A. (2019). Overt social interaction and resting state in young adult males with autism: Core and contextual neural features. Brain, 142(3), 808–822. https://doi.org/10.1093/brain/awz003",Jasmin,2019,Overt social interaction and resting state in young adult males with autism: Core and contextual neural features.,Brain,SocIntx,Note: Talairach,Communication; Talairach Space; Conversation;,"“Supplementary Table 3: Contrast of whole-brain correlation values, Conversation > Repetition","“Supplementary Table 3: Contrast of whole-brain correlation values, Conversation > Repetition” (Jasmin et al., 2019, p. 5)",39,0,21.03,14.7-32,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
